Reference,NbReceptionDerniersMois,QteReceptionneeDerniersMois,NbReceptionMois2,QteReceptionneeMois2,NbReceptionMois3,QteReceptionneeMois3
REF-112567,1,199,1,115,1,128
REF-145250,6,3231,6,2453,47,2784
REF-103524,5,2114,3,1544,6,1921
REF-134296,7,3007,4,1759,26,2096
REF-116774,2,879,4,940,1,872
REF-131272,10,1825,14,1325,2,991
REF-104050,5,676,1,536,6,343
REF-115502,11,3477,14,3976,11,4120
REF-104387,24,4484,10,4332,26,2403
REF-119410,29,2586,5,2679,41,2689
REF-100182,6,1533,4,1918,9,1682
REF-123575,1,42,1,22,1,13
REF-145883,6,2563,6,1490,1,850
REF-106250,1,49,1,29,1,27
REF-118863,1,218,1,271,1,244
REF-105491,5,1609,5,1127,4,962
REF-110907,20,3869,32,2151,17,1518
REF-115689,13,3292,25,3197,70,3806
REF-119917,1,299,1,293,1,272
REF-139073,5,1515,2,845,1,540
REF-132403,6,2950,11,2373,13,2886
REF-127458,25,3480,11,3787,15,4791
REF-103881,1,581,1,450,1,296
REF-128805,7,2069,3,1720,3,1838
REF-142182,9,3819,22,3264,5,2059
REF-132991,9,3988,29,2556,13,2303
REF-123788,6,3296,10,3488,9,3650
REF-133210,10,2643,17,2623,7,2369
REF-149143,3,1775,13,1178,1,618
REF-137533,7,3019,4,2336,22,2904
REF-112193,11,4309,14,4603,10,3470
REF-117771,8,1394,2,1040,2,1220
REF-103293,24,3318,8,3121,10,3809
REF-112100,6,1158,14,947,2,653
REF-144385,19,2634,5,2127,23,2112
REF-111737,10,3358,8,1758,5,1931
REF-129297,8,2427,10,3099,11,1842
REF-129206,4,467,1,312,1,329
REF-124673,17,4237,20,2850,5,1742
REF-119593,14,1127,19,1168,3,1253
REF-123621,5,1478,6,1411,2,821
REF-142992,55,4140,6,2281,11,2594
REF-126694,16,4460,19,4108,8,3563
REF-103899,1,326,1,221,1,225
REF-133228,9,634,3,788,2,945
REF-119176,5,748,4,870,3,550
REF-127506,12,4447,44,5530,38,4033
REF-116309,11,4792,19,5197,63,6287
REF-148966,2,945,2,1040,8,799
REF-137943,24,4505,97,5582,68,6795
REF-113784,6,3080,7,3026,6,1985
REF-133494,17,3915,25,4930,15,4296
REF-124157,12,2975,3,1531,5,1479
REF-124343,1,97,1,110,1,73
REF-123033,7,1400,12,938,11,1121
REF-142219,10,3477,31,4361,45,5118
REF-132233,1,347,1,347,1,221
REF-135637,5,1656,7,830,1,485
REF-114814,8,1408,12,1512,6,1047
REF-139293,19,4090,14,4929,37,3827
REF-148820,9,2289,4,1997,25,2447
REF-108935,18,4775,8,3400,6,2377
REF-112896,8,4273,19,4756,14,5295
REF-120936,28,4128,84,4880,34,5768
REF-118297,13,1424,6,1517,5,1319
REF-134671,3,1221,2,1192,2,752
REF-104512,8,3907,15,4956,9,3491
REF-137056,2,945,10,785,3,684
REF-128175,1,500,4,629,2,523
REF-123044,13,926,1,672,1,412
REF-121946,1,37,1,19,1,24
REF-132125,15,2924,14,3258,9,4099
REF-135095,8,3028,18,3712,7,3484
REF-148031,13,1581,10,1884,17,2295
REF-130066,22,2476,6,2000,4,1376
REF-131437,1,73,1,52,1,48
REF-132758,2,580,1,309,1,400
REF-115004,21,3617,22,4437,7,2893
REF-128442,16,4301,8,3751,11,4014
REF-145392,8,4291,18,4284,13,5010
REF-141100,12,2555,8,2438,9,1566
REF-105154,26,2414,6,2583,6,2157
REF-116587,3,1498,4,1151,5,1174
REF-112640,10,1540,3,1270,4,1403
REF-149009,14,1455,2,744,3,920
REF-129836,21,3287,38,2650,9,2267
REF-116083,7,3878,8,2297,3,1391
REF-126645,19,2413,7,2767,16,1439
REF-119512,10,2843,8,2916,22,1979
REF-125083,9,3888,8,3484,7,2546
REF-139473,15,2933,17,3733,7,2733
REF-112380,3,1369,9,1356,6,1672
REF-119902,1,673,9,766,3,711
REF-149611,14,4696,11,5588,7,3221
REF-142575,13,3445,25,2902,17,2574
REF-141373,3,357,3,308,1,268
REF-123352,53,4811,70,6237,12,3196
REF-135512,1,302,1,245,1,296
REF-142477,6,1830,3,1635,9,1141
REF-115567,2,953,3,656,2,334
REF-107936,8,3294,35,4204,7,3209
REF-116478,1,421,1,273,1,242
REF-119213,4,2205,45,2681,26,2620
REF-138024,22,1830,12,1531,3,1035
REF-103421,9,981,2,1162,6,817
REF-149392,24,3800,40,4420,11,2630
REF-111271,25,4582,17,2746,39,2596
REF-115267,47,3761,13,3495,10,3392
REF-112200,2,773,2,481,3,338
REF-140552,4,1460,3,1134,2,946
REF-147661,21,1596,3,1254,3,1438
REF-131348,11,1327,7,1454,3,1732
REF-141669,9,3224,22,4042,27,4896
REF-107256,16,3916,6,2724,6,2352
REF-138548,4,1370,6,864,3,1016
REF-112574,14,2075,2,1138,3,1411
REF-102144,6,2564,3,1474,1,988
REF-139282,42,3799,12,2467,9,3063
REF-130908,2,1035,2,1049,2,909
REF-133388,8,1883,17,1901,5,1568
REF-102469,7,3144,5,2251,3,1258
REF-119889,5,767,1,880,1,693
REF-109699,58,4628,7,3051,7,2145
REF-131467,3,674,1,727,1,769
REF-136430,27,4884,10,5242,15,4066
REF-122648,8,2765,8,1629,8,1622
REF-114193,1,577,1,332,1,306
REF-104354,6,2651,8,1468,1,772
REF-132402,3,1420,4,1567,3,1528
REF-110070,60,3773,10,2955,10,3369
REF-148456,6,2650,5,2398,6,1603
REF-101849,7,1473,17,1391,2,1156
REF-107823,1,385,2,378,2,294
REF-137076,5,1625,18,1664,12,1398
REF-138045,12,2822,4,1700,3,933
REF-146496,23,4177,10,5284,42,6702
REF-148038,7,2123,23,1766,38,2034
REF-137803,17,2928,10,3323,5,2832
REF-122093,9,2546,6,2963,17,3515
REF-113042,14,4168,24,3826,10,2572
REF-141982,12,4426,26,4614,61,5782
REF-143824,1,89,1,63,1,68
REF-108306,1,539,1,597,1,346
REF-146304,12,3793,10,4642,16,5473
REF-129205,5,2602,7,1806,3,1019
REF-141629,7,2928,3,1524,8,1798
REF-101484,69,3462,16,2702,6,2574
REF-110367,7,2970,31,3790,5,2259
REF-143575,6,823,2,965,3,1203
REF-111946,6,2965,33,2374,50,2501
REF-101547,7,2759,14,3399,11,3308
REF-130107,10,3222,6,2222,13,1742
REF-147033,20,2912,39,3385,15,3064
REF-109310,1,472,1,328,1,366
REF-123487,54,4794,11,4225,25,5037
REF-114437,11,4950,12,5410,11,4639
REF-108096,7,2967,7,3416,6,3157
REF-109008,14,3654,9,3802,16,3482
REF-142667,49,4891,15,6307,10,4169
REF-118508,26,4649,12,5461,85,4625
REF-106504,3,1445,4,965,10,820
REF-147621,10,3471,7,3356,7,3368
REF-116902,7,1317,12,1569,3,1649
REF-103042,1,575,6,698,4,791
REF-132266,12,3896,15,3407,5,2481
REF-137096,6,2435,19,2650,7,1875
REF-132333,13,2598,5,1646,2,958
REF-130603,9,4464,15,2863,5,1994
REF-129051,9,1539,4,1595,3,1727
REF-148824,5,1259,7,1122,13,1328
REF-108532,9,3873,17,4285,13,3636
REF-102130,11,4922,60,4571,10,4043
REF-148397,1,341,2,329,1,278
REF-129925,11,4856,14,4672,92,4880
REF-101038,17,4698,22,5086,7,3033
REF-126297,7,2606,8,2302,9,2568
REF-100986,7,2977,7,2604,15,3076
REF-130126,6,2858,8,2015,22,1857
REF-127013,1,122,1,108,1,54
REF-145487,13,4974,35,2639,13,1840
REF-103393,27,1948,8,1605,11,1862
REF-126124,86,4839,17,4775,7,2473
REF-102888,4,2362,3,1518,6,1618
REF-123844,5,2417,5,2373,4,2038
REF-143157,2,978,5,1048,5,1339
REF-144732,19,4036,15,3843,28,3445
REF-147549,17,3207,35,2574,4,2321
REF-101408,23,4069,9,3013,10,2658
REF-117699,5,2566,3,1534,10,1078
REF-116554,6,2862,21,2079,3,1550
REF-108535,1,717,1,481,1,340
REF-102780,25,4251,28,5224,63,6561
REF-125440,5,2266,6,1133,2,608
REF-129722,4,1776,2,1137,4,1469
REF-139432,17,3020,18,2960,11,3542
REF-107610,13,4642,8,2453,43,2769
REF-123775,8,3742,8,2291,12,1441
REF-146770,5,2431,12,2888,4,2403
REF-140464,8,4222,7,2141,13,2300
REF-141694,16,3127,5,1987,31,1908
REF-123648,7,1677,7,1987,4,1764
REF-107860,18,4918,9,3040,9,2978
REF-105732,9,3312,5,1786,3,1691
REF-126260,25,3732,23,2971,7,2423
REF-135528,2,1176,6,952,4,791
REF-106053,50,4622,21,5629,26,6954
REF-148697,10,2827,3,1547,16,1291
REF-106103,20,1351,2,1139,3,613
REF-115525,30,2489,5,2473,11,2505
REF-124297,10,2965,5,2561,15,2859
REF-117564,16,4717,6,2382,18,2188
REF-105448,11,1806,3,1416,4,886
REF-142101,14,4662,20,2617,4,1878
REF-141074,8,3694,17,3974,18,5145
REF-128986,10,3124,3,1566,4,1150
REF-103586,18,3247,9,3992,11,2595
REF-129766,2,1321,5,970,2,1092
REF-132377,94,4914,19,3243,26,3142
REF-111365,2,828,2,500,2,649
REF-138831,1,128,1,106,1,64
REF-103488,9,3500,22,4229,47,5465
REF-119240,7,2153,7,2759,11,1508
REF-137752,16,4604,11,4500,23,4992
REF-107480,38,3221,23,3990,11,4224
REF-119804,13,3550,6,3148,20,2797
REF-115173,17,4696,26,4608,12,4982
REF-115433,23,4723,29,3895,8,2845
REF-137814,1,191,1,206,1,132
REF-135206,3,1844,4,2296,4,1794
REF-101783,40,3544,8,1781,3,1274
REF-117287,5,2187,9,2084,12,2315
REF-147281,18,4010,19,4022,15,4937
REF-111618,6,2998,6,2963,5,1783
REF-128147,15,4165,8,3001,8,3532
REF-113354,1,12,1,11,1,11
REF-142524,12,3784,13,2773,7,1437
REF-137569,12,3495,8,3141,4,1996
REF-131942,30,4482,33,4885,5,2720
REF-147509,11,2887,13,2098,12,1864
REF-115722,7,468,3,490,1,497
REF-131563,9,837,2,815,11,943
REF-110375,15,3058,35,1976,4,1414
REF-116014,20,3781,13,1973,7,1644
REF-101130,14,2577,4,1502,17,1302
REF-123025,25,3571,28,2754,25,1414
REF-106182,18,3583,5,2559,6,3059
REF-128908,2,1132,6,1146,6,1340
REF-111927,8,3819,14,2334,3,1391
REF-108460,1,836,4,929,3,487
REF-139615,19,4593,54,5915,12,4501
REF-116897,5,1506,3,1548,6,1839
REF-114453,9,3971,48,4849,51,6137
REF-133571,8,1097,15,1004,2,638
REF-112531,10,3043,5,2432,25,2494
REF-119949,1,188,1,223,1,204
REF-144995,52,4553,13,4564,62,4532
REF-122112,8,1354,1,781,1,425
REF-129075,21,2504,3,1674,2,1276
REF-146658,21,2940,5,1521,9,1676
REF-108666,13,3122,6,2284,16,2543
REF-140505,2,511,1,605,1,512
REF-126344,8,2859,8,3297,12,3665
REF-110124,1,662,1,474,1,450
REF-143071,10,4782,54,6035,36,4206
REF-123209,25,2114,4,1903,4,1845
REF-122976,6,1130,6,1041,4,899
REF-105846,53,4874,13,4914,26,5265
REF-104158,17,1875,8,1034,3,1337
REF-149529,13,1744,5,1995,3,1876
REF-127005,12,2396,4,1889,13,2444
REF-138317,5,284,1,170,1,126
REF-138688,9,3887,10,2048,3,1101
REF-137668,9,3190,3,1817,11,1853
REF-148325,12,956,3,1065,3,1194
REF-110051,1,325,3,395,1,344
REF-113743,43,4967,7,3551,7,3023
REF-104364,41,3468,6,2542,8,3118
REF-117217,16,2367,30,2436,6,2433
REF-139415,11,3430,4,1873,7,1999
REF-126321,9,4235,39,4929,9,4146
REF-130216,58,3336,17,4167,15,4241
REF-140761,10,1960,6,2319,21,2755
REF-122733,12,4874,13,3434,9,4392
REF-116092,21,4758,12,4494,10,4449
REF-136946,7,2361,39,2226,5,1840
REF-121781,19,2950,9,2689,8,2953
REF-126160,11,2368,12,1680,3,1170
REF-147294,19,2856,8,3301,9,3262
REF-112637,8,3270,10,4185,44,4441
REF-127477,1,634,2,590,2,646
REF-112563,9,4092,66,4991,70,6167
REF-122849,4,1668,11,1511,5,1654
REF-147981,4,2280,5,1420,5,1211
REF-145689,8,1110,8,573,2,346
REF-124173,7,3435,8,3979,17,2613
REF-108495,66,4712,14,4320,28,3644
REF-126175,1,482,1,367,1,411
REF-122725,1,141,1,70,1,69
REF-149555,6,3083,7,3688,12,3437
REF-149370,21,4809,23,2696,15,2312
REF-122598,9,4418,60,4992,27,4475
REF-107516,1,783,1,447,1,318
REF-132330,1,421,2,252,5,265
REF-135144,12,4732,9,4375,9,4353
REF-135654,4,1094,2,1070,1,591
REF-108591,8,3545,13,2207,5,1743
REF-124576,12,4443,11,3061,12,1838
REF-119701,5,2455,15,1231,7,1104
REF-145842,6,2176,8,2228,3,1616
REF-120768,5,1594,5,1790,32,2064
REF-102198,2,1260,2,736,8,581
REF-107726,50,3613,10,3611,18,3738
REF-137184,25,4601,12,3688,12,4706
REF-133211,2,590,2,385,1,464
REF-137502,2,920,6,1101,6,648
REF-142550,12,4439,6,2896,8,3738
REF-106466,25,3573,18,2670,26,1874
REF-136846,24,4001,35,4090,7,2165
REF-111327,18,4909,12,4072,7,2942
REF-108546,41,3394,21,3711,12,3559
REF-139309,22,4690,7,3356,12,3825
REF-116282,9,1544,2,1098,8,812
REF-126477,1,263,1,327,1,212
REF-142514,34,3982,11,4179,9,3639
REF-107155,34,4046,12,5189,10,3307
REF-137040,1,915,3,632,1,377
REF-146313,14,3047,6,2221,5,1371
REF-113089,9,3107,8,2201,4,1597
REF-145956,52,4903,17,6368,33,3487
REF-125100,28,4413,21,5221,8,3766
REF-105017,1,504,3,310,1,185
REF-105657,60,3444,8,2826,5,2686
REF-138928,7,2729,18,1631,5,1566
REF-110867,7,2693,7,2562,19,3105
REF-146870,7,3079,5,2606,8,2542
REF-117036,8,3123,6,2607,13,1656
REF-101434,8,3505,77,4544,9,3583
REF-120903,14,1886,5,2252,5,2498
REF-129720,18,4329,9,3291,4,2085
REF-109371,18,4216,13,5062,21,3316
REF-135195,8,3114,4,1745,4,1696
REF-143155,2,1051,3,1248,1,647
REF-114927,12,3531,26,1972,8,1314
REF-136652,7,2798,14,3082,29,3006
REF-118063,5,1401,10,1301,5,816
REF-137224,27,3082,32,3245,5,1829
REF-106185,5,2429,17,2855,5,2084
REF-120966,9,3907,13,4007,21,3205
REF-120543,6,3105,5,2171,5,1160
REF-148709,1,814,6,1038,4,1310
REF-118739,26,4524,14,5628,7,3239
REF-121867,1,304,1,259,1,226
REF-111503,9,2935,7,3059,21,2445
REF-113287,28,4201,5,2417,16,1546
REF-119319,5,2027,5,1406,3,1467
REF-105369,5,453,1,281,1,142
REF-123074,7,3586,4,2040,2,1070
REF-147813,1,94,1,89,1,114
REF-118329,15,1372,2,1403,3,1623
REF-124551,20,4123,57,4312,28,5269
REF-141638,9,4505,32,5587,6,3052
REF-110886,8,3196,12,3427,5,2716
REF-138963,1,400,1,290,1,342
REF-126892,16,3530,25,3486,51,2880
REF-133806,9,3529,16,2528,15,1865
REF-139933,1,337,1,288,3,315
REF-102444,4,2107,2,1161,2,1391
REF-101133,8,4276,9,3375,9,3476
REF-109746,1,228,1,190,1,226
REF-147958,1,252,2,290,2,284
REF-113005,11,3623,11,2929,8,2341
REF-104126,22,3641,7,2347,17,2728
REF-109847,8,3942,36,3583,7,3039
REF-103040,6,1977,3,1331,3,1314
REF-117602,4,1792,11,905,5,833
REF-119423,20,3023,20,2081,21,1535
REF-139493,75,3933,13,3976,29,3912
REF-141782,4,617,2,585,2,566
REF-125718,18,2772,25,1751,5,1849
REF-116003,6,3085,15,1940,5,1015
REF-145122,6,2114,6,2717,4,2311
REF-142315,1,451,5,542,7,437
REF-134391,6,1551,3,1200,2,1143
REF-113279,12,4648,21,3938,19,4892
REF-113667,4,436,1,519,1,645
REF-140890,4,1221,5,1581,5,1281
REF-147317,8,2163,7,2130,5,1637
REF-130659,38,3365,7,2886,5,1494
REF-145890,1,330,1,332,3,221
REF-130315,33,3349,6,3142,11,3582
REF-138339,3,1505,3,1185,17,1462
REF-102941,15,2125,25,1356,2,735
REF-133446,2,416,2,371,1,432
REF-114747,11,3051,9,2059,22,2580
REF-140743,3,1210,1,723,11,570
REF-133401,67,4595,49,4385,11,3927
REF-107007,7,2436,26,1538,4,915
REF-110509,30,1656,18,2073,8,2083
REF-101644,4,746,1,605,1,377
REF-134280,9,2186,20,1603,3,1145
REF-149361,6,2273,4,1439,2,932
REF-104202,1,680,1,616,2,786
REF-133293,12,1890,4,1555,11,1026
REF-125642,16,2820,14,2017,3,1770
REF-115490,5,1961,15,2479,9,2512
REF-119998,2,698,1,439,1,390
REF-132512,2,880,3,784,8,601
REF-140223,15,2006,6,1994,9,2144
REF-121827,23,4667,9,4360,12,4004
REF-141010,13,4013,27,3753,54,4326
REF-115782,7,2288,19,2167,4,2233
REF-125165,20,3998,7,3214,49,3179
REF-131678,1,369,1,410,2,498
REF-101567,10,4055,14,2441,6,2614
REF-149609,30,1515,6,1590,2,1142
REF-103356,10,4621,8,3008,13,1892
REF-104998,10,3911,15,3701,15,4401
REF-125801,2,872,5,983,9,1040
REF-122906,13,2472,13,3126,45,2970
REF-111581,22,4758,7,2401,6,2553
REF-148860,6,2919,11,3635,77,4184
REF-114576,7,764,2,652,1,508
REF-103757,14,4914,13,6254,24,6289
REF-121005,18,4899,20,4192,6,2464
REF-136815,14,4461,58,5093,16,4096
REF-143851,14,4421,69,4122,6,2115
REF-123114,7,1975,2,1202,6,1442
REF-138182,7,2742,7,2762,47,2572
REF-103895,8,3173,3,1753,6,2124
REF-144658,20,3509,7,2430,5,2355
REF-141281,8,1903,10,1916,4,1360
REF-107557,4,1655,12,1550,18,1685
REF-101711,20,2746,12,3516,12,2944
REF-119560,6,2759,9,3496,10,3163
REF-129319,1,331,1,359,1,337
REF-117435,12,2820,12,1604,2,949
REF-131560,17,2471,5,1775,4,1078
REF-109324,1,548,1,484,1,298
REF-101418,8,2340,12,1172,9,1313
REF-144508,9,3911,34,4807,11,4787
REF-132301,1,108,1,124,1,80
REF-146029,18,2314,3,1465,5,1712
REF-147894,26,4618,35,3399,24,2251
REF-145430,7,3154,30,3899,5,1991
REF-148202,13,2530,42,2498,4,1463
REF-131635,17,4408,22,3929,6,2751
REF-121302,8,2057,7,2664,10,1955
REF-139964,11,2291,5,1356,5,1306
REF-112228,2,695,2,747,2,724
REF-145262,44,3747,21,4083,27,4040
REF-128953,8,3964,9,4537,108,5414
REF-111478,7,3393,7,2591,45,2594
REF-111931,10,4909,9,3140,6,2666
REF-145608,22,3816,30,2725,8,1815
REF-129911,7,1362,14,1745,12,1980
REF-139068,10,1271,21,1139,1,726
REF-148584,14,1060,3,827,1,725
REF-127543,2,840,1,630,4,813
REF-103322,6,1750,3,1413,13,1583
REF-109785,4,1995,3,1461,4,1005
REF-143701,5,2079,9,1338,10,724
REF-120129,8,3164,5,2305,3,1710
REF-120275,9,4930,12,3538,21,4360
REF-128178,1,623,2,551,1,509
REF-122032,15,3675,18,4653,20,5322
REF-102120,6,2640,5,1750,19,2127
REF-117774,54,4552,82,4705,11,4026
REF-101425,14,2313,6,2859,10,3708
REF-130259,12,4141,9,2417,19,2638
REF-100123,1,45,1,42,1,42
REF-135777,9,3745,11,3817,6,2814
REF-100679,27,3855,6,2021,2,1136
REF-112689,9,3095,22,3073,26,3326
REF-121803,37,4650,12,5988,23,5676
REF-139190,3,1422,2,928,10,575
REF-120943,1,99,1,116,1,61
REF-147394,13,2171,11,1501,2,819
REF-100134,12,1873,3,1421,3,1642
REF-119106,3,597,1,314,3,369
REF-105482,4,2160,16,2799,19,3079
REF-134083,18,4550,18,3799,7,2315
REF-115820,7,1531,12,1317,6,861
REF-143952,10,4500,28,4965,7,3494
REF-120594,46,4942,9,3606,9,2376
REF-108466,1,80,1,84,1,86
REF-121130,11,3138,8,1871,8,1934
REF-140887,4,1865,6,2081,4,1881
REF-144710,1,925,8,1107,4,1023
REF-126234,4,1486,9,1087,4,1168
REF-106988,11,2998,6,2230,5,1693
REF-123671,1,249,1,236,2,165
REF-141611,16,3188,3,1661,7,1334
REF-102159,33,4971,24,5897,8,3257
REF-114494,19,2583,7,3235,15,4025
REF-127951,31,4892,10,4768,11,4027
REF-148490,11,3694,9,2176,3,1485
REF-130448,11,2044,4,1661,4,1266
REF-130763,1,660,15,831,5,652
REF-108668,2,638,3,696,2,583
REF-128591,53,3730,7,2065,5,1633
REF-104747,8,3926,24,2977,7,2431
REF-140519,1,299,2,211,1,189
REF-119118,2,1171,2,1356,6,1530
REF-142348,15,4214,37,5045,30,5794
REF-136702,8,2362,4,1619,4,1905
REF-100043,6,2854,4,2273,9,2093
REF-123203,14,2484,17,1632,12,1680
REF-127699,6,3203,74,3723,36,4494
REF-108945,6,3379,54,3701,7,3003
REF-120873,21,1620,2,1016,1,563
REF-123614,17,3814,13,2781,6,1905
REF-138907,11,2827,11,1976,9,1431
REF-105051,15,4800,64,3969,23,2235
REF-132819,25,4335,11,2977,37,3516
REF-144306,1,922,17,932,2,839
REF-113049,1,561,6,710,10,674
REF-125630,20,2480,19,1335,5,1001
REF-126578,6,1706,4,1788,4,2024
REF-137664,5,1780,4,1009,2,1174
REF-149794,2,879,2,672,3,675
REF-126516,2,1047,5,805,4,655
REF-105907,10,4525,7,3700,55,4007
REF-146341,4,2309,6,2328,9,2865
REF-108033,19,1179,3,1210,4,943
REF-104496,6,2035,5,1037,4,560
REF-136006,12,4263,5,2239,12,2571
REF-123440,9,4383,12,4444,14,2830
REF-127830,1,104,2,129,1,104
REF-105921,7,644,1,453,1,351
REF-106537,28,4148,12,2189,4,2241
REF-115678,18,2612,7,2795,8,3127
REF-117018,27,2945,7,1984,3,1286
REF-141390,29,3050,7,2735,14,1798
REF-127829,1,591,1,503,1,455
REF-143770,1,783,2,834,4,700
REF-100419,1,13,1,9,1,9
REF-112759,21,1922,4,1195,1,691
REF-126011,8,3913,5,2563,7,2303
REF-146072,23,4973,5,2798,7,2315
REF-110785,1,60,1,39,1,34
REF-146566,10,3818,7,2579,19,2775
REF-149400,10,4516,15,5351,50,4533
REF-134885,13,2977,13,2836,3,1723
REF-115255,4,835,2,917,1,565
REF-144554,11,4183,13,2399,5,2365
REF-149551,4,1288,10,1375,3,979
REF-144911,27,4685,17,6050,12,4678
REF-142498,14,4047,30,3923,15,4189
REF-116458,1,197,1,128,1,77
REF-121614,25,4619,16,4743,26,5950
REF-114980,63,4767,11,5254,15,4504
REF-130936,17,2148,30,1513,4,1225
REF-125326,12,2829,7,2958,19,3003
REF-132750,6,2990,4,1698,4,1477
REF-104861,1,784,1,424,2,452
REF-139790,8,3588,26,3207,11,2627
REF-123071,16,4128,19,2741,5,1418
REF-120147,6,1762,6,1092,3,597
REF-132228,6,2039,5,2623,6,2131
REF-136924,2,1284,6,875,4,1104
REF-103796,2,918,3,813,2,751
REF-121898,8,1707,6,2180,8,2025
REF-142147,10,1755,13,1813,5,1731
REF-139013,20,4663,10,2605,7,2795
REF-103150,3,1767,9,1741,8,1136
REF-115651,9,3484,5,2181,4,2290
REF-129345,12,4727,25,5961,15,5942
REF-132061,8,1869,15,2094,3,1149
REF-140822,6,2515,5,2795,7,2744
REF-105420,30,4034,17,2569,40,2709
REF-118046,21,2283,28,1543,2,787
REF-116063,3,579,1,438,1,434
REF-101587,11,1915,4,1194,11,1459
REF-116224,35,3963,9,3212,27,3571
REF-115826,34,2866,7,1871,3,1286
REF-108821,1,56,1,39,1,24
REF-133667,6,2476,9,2458,5,2760
REF-123305,2,634,4,820,1,756
REF-139272,12,4656,29,2638,5,1867
REF-124244,7,2164,19,2179,21,2168
REF-115943,14,4389,12,4527,30,4115
REF-114667,26,4851,10,3556,35,2939
REF-116859,14,4838,27,3005,9,2736
REF-120042,9,2198,2,1248,10,1126
REF-112367,2,719,1,717,13,848
REF-102609,48,2554,7,1535,8,1680
REF-146013,4,1052,2,1110,2,729
REF-115861,1,177,1,178,1,171
REF-142801,2,1003,2,1149,3,992
REF-103417,10,3942,13,4300,9,3269
REF-125835,50,2877,8,2120,15,1306
REF-117342,5,1825,7,960,9,913
REF-141511,2,858,2,713,1,666
REF-114664,12,4121,8,3760,13,3978
REF-146785,10,3600,5,2030,4,2390
REF-140771,24,1699,4,914,1,770
REF-110041,5,1991,6,2290,4,2219
REF-111027,4,1787,4,1865,6,2254
REF-140366,4,1488,7,1822,1,918
REF-119971,6,2451,19,2781,16,2562
REF-113405,30,4936,12,4162,5,2347
REF-117638,7,2704,10,3322,10,2193
REF-111243,19,4547,5,2291,23,2885
REF-115911,19,4589,57,4232,11,5450
REF-136176,61,3624,29,2841,5,2043
REF-140074,4,1722,2,1266,2,860
REF-116934,13,4497,19,3712,29,3667
REF-141940,3,847,1,685,1,555
REF-108796,7,2057,11,1278,12,854
REF-104095,3,912,2,1040,2,837
REF-141749,2,1095,2,798,2,903
REF-138867,7,2402,15,3019,16,3153
REF-143627,17,4470,11,4159,10,5237
REF-118670,71,3773,19,2385,5,2345
REF-137759,10,4495,12,4970,9,3535
REF-139032,4,997,13,1166,4,862
REF-148361,1,338,4,284,1,206
REF-147092,5,1560,4,1618,10,1483
REF-137372,6,505,1,265,1,240
REF-124191,15,2577,3,1548,2,1117
REF-134921,10,4341,11,4797,17,5478
REF-131765,6,667,1,382,1,258
REF-107206,6,2901,13,3668,4,1982
REF-113486,10,875,9,839,5,814
REF-145208,53,3946,23,3777,11,4218
REF-120124,9,4475,11,3896,23,3648
REF-102391,15,4913,18,2979,5,2409
REF-119977,22,3830,34,4935,19,5569
REF-148357,6,859,1,529,6,468
REF-102292,8,2731,30,2946,16,3305
REF-104450,6,2889,5,2671,5,1897
REF-130436,10,3739,6,2698,10,1718
REF-129371,9,3908,7,3204,18,2217
REF-115099,20,1608,3,1119,4,1339
REF-109761,1,31,1,36,1,37
REF-100025,32,2986,6,1813,10,1990
REF-108778,5,1635,3,1310,4,1103
REF-106771,5,2475,11,1615,13,1285
REF-104336,1,669,3,866,2,742
REF-107342,14,2243,8,2666,10,1791
REF-101371,8,446,1,534,2,529
REF-122992,8,2313,8,1502,2,1129
REF-101035,3,1612,3,1248,5,1326
REF-136737,9,3164,9,4100,7,3364
REF-141002,12,3129,5,1949,10,1439
REF-100932,1,275,2,271,1,244
REF-139438,25,4799,45,5994,11,4653
REF-107748,7,2034,2,1455,3,1598
REF-133721,30,3708,16,3507,9,2467
REF-136150,5,1814,3,1478,3,753
REF-103284,6,1991,7,1305,2,826
REF-124854,2,1108,12,705,1,628
REF-114222,16,1976,4,1405,4,1774
REF-149820,42,4506,30,2453,5,2742
REF-145083,10,4745,7,3684,6,2389
REF-137761,41,2999,5,1757,2,1125
REF-140070,11,4658,19,4385,12,4338
REF-144561,9,2757,4,1527,3,1288
REF-139465,9,4730,9,2568,6,3068
REF-121596,9,2891,14,2921,5,2014
REF-109837,5,1792,2,1257,4,871
REF-102068,3,1564,8,1198,4,1250
REF-124560,40,4734,56,6111,74,6828
REF-121575,1,30,1,37,1,31
REF-134251,11,4420,18,4156,89,5363
REF-109698,6,2247,3,1192,3,975
REF-147932,6,1218,2,983,3,1257
REF-148864,4,2197,14,1138,4,1323
REF-124522,8,4187,21,2973,25,3401
REF-144079,2,842,2,634,6,346
REF-136689,16,4305,17,2987,5,2602
REF-103956,17,4856,13,5484,24,4855
REF-114934,36,3766,19,4794,14,5179
REF-121178,8,3457,10,4295,20,4803
REF-105909,35,4120,13,4659,25,5837
REF-103492,6,2740,14,2214,9,2659
REF-130154,14,3948,8,2427,3,1711
REF-112449,3,874,2,478,1,348
REF-101393,2,992,6,1150,4,1298
REF-139847,2,1082,9,1266,2,890
REF-139515,17,4301,10,2652,4,1514
REF-141542,36,4878,7,3098,4,2053
REF-134536,1,149,1,95,1,74
REF-116244,6,1442,7,1853,4,1971
REF-132980,18,4708,11,3762,19,4290
